Time,Message
2025-07-21 16:44:34, 客户端114bac8c-9812-4098-aac2-164af6c75959关闭了更新_9E201EC0组的请求
2025-07-21 16:44:37, 客户端114bac8c-9812-4098-aac2-164af6c75959请求更新input组
2025-07-21 16:44:37, 客户端114bac8c-9812-4098-aac2-164af6c75959关闭了更新_D5C92693组的请求
2025-07-21 16:44:38, 客户端114bac8c-9812-4098-aac2-164af6c75959请求更新_D5C92693组
2025-07-21 16:44:38, 客户端114bac8c-9812-4098-aac2-164af6c75959关闭了更新input组的请求
2025-07-21 16:44:39, 客户端114bac8c-9812-4098-aac2-164af6c75959关闭了更新_D5C92693组的请求
2025-07-21 16:46:16, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 16:46:16, 执行配置文件数据分组和初始化
2025-07-21 16:46:16, 开始构建通讯连接
2025-07-21 16:46:16, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 16:46:16, 打开循环任务列表
2025-07-21 16:46:18, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新input组
2025-07-21 16:46:19, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新_5305E50E组
2025-07-21 16:46:19, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新input组的请求
2025-07-21 16:46:20, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新_9E201EC0组
2025-07-21 16:46:20, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新_5305E50E组的请求
2025-07-21 16:46:20, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新_D5C92693组
2025-07-21 16:46:20, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新_9E201EC0组的请求
2025-07-21 16:46:21, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新_D5C92693组的请求
2025-07-21 16:50:28, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新_D5C92693组
2025-07-21 16:50:30, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新input组
2025-07-21 16:50:30, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新_D5C92693组的请求
2025-07-21 16:50:33, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新input组的请求
2025-07-21 16:50:36, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新input组
2025-07-21 16:50:39, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新input组的请求
2025-07-21 16:50:40, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8请求更新input组
2025-07-21 16:50:42, 客户端6210d828-9cf6-4ae8-95d4-e37b35545ec8关闭了更新input组的请求
2025-07-21 16:54:30, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 16:54:30, 执行配置文件数据分组和初始化
2025-07-21 16:54:31, 开始构建通讯连接
2025-07-21 16:54:31, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 16:54:31, 打开循环任务列表
2025-07-21 16:54:35, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d请求更新input组
2025-07-21 16:54:36, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d请求更新_5305E50E组
2025-07-21 16:54:37, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d关闭了更新input组的请求
2025-07-21 16:54:38, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d请求更新_9E201EC0组
2025-07-21 16:54:38, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d关闭了更新_5305E50E组的请求
2025-07-21 16:54:38, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d请求更新_D5C92693组
2025-07-21 16:54:38, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d关闭了更新_9E201EC0组的请求
2025-07-21 16:54:40, 客户端b5f8bb33-4945-4913-86bd-e15f2c5a320d关闭了更新_D5C92693组的请求
2025-07-21 16:54:51, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新input组
2025-07-21 16:54:52, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_5305E50E组
2025-07-21 16:54:52, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新input组的请求
2025-07-21 16:54:52, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_9E201EC0组
2025-07-21 16:54:52, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_5305E50E组的请求
2025-07-21 16:54:53, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_D5C92693组
2025-07-21 16:54:53, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_9E201EC0组的请求
2025-07-21 16:54:54, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_9E201EC0组
2025-07-21 16:54:54, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_D5C92693组的请求
2025-07-21 16:54:55, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_5305E50E组
2025-07-21 16:54:55, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_9E201EC0组的请求
2025-07-21 16:54:56, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_9E201EC0组
2025-07-21 16:54:56, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_5305E50E组的请求
2025-07-21 16:54:56, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_D5C92693组
2025-07-21 16:54:56, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_9E201EC0组的请求
2025-07-21 16:54:57, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新input组
2025-07-21 16:54:57, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_D5C92693组的请求
2025-07-21 16:54:58, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新input组的请求
2025-07-21 16:55:01, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新input组
2025-07-21 16:55:02, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_5305E50E组
2025-07-21 16:55:02, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新input组的请求
2025-07-21 16:56:00, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_9E201EC0组
2025-07-21 16:56:00, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_5305E50E组的请求
2025-07-21 16:56:26, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_D5C92693组
2025-07-21 16:56:26, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_9E201EC0组的请求
2025-07-21 16:56:46, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_D5C92693组的请求
2025-07-21 16:57:57, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_D5C92693组
2025-07-21 16:58:08, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_5305E50E组
2025-07-21 16:58:08, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_D5C92693组的请求
2025-07-21 16:58:09, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新input组
2025-07-21 16:58:09, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_5305E50E组的请求
2025-07-21 16:58:10, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新_5305E50E组
2025-07-21 16:58:10, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新input组的请求
2025-07-21 16:58:25, 客户端8a3a7727-592d-4a98-a260-44571167d60b请求更新input组
2025-07-21 16:58:25, 客户端8a3a7727-592d-4a98-a260-44571167d60b关闭了更新_5305E50E组的请求
2025-07-21 17:00:51, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 17:00:51, 执行配置文件数据分组和初始化
2025-07-21 17:00:51, 开始构建通讯连接
2025-07-21 17:00:51, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 17:00:51, 打开循环任务列表
2025-07-21 17:02:59, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:03:07, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_5305E50E组
2025-07-21 17:03:07, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:03:08, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:03:08, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_5305E50E组的请求
2025-07-21 17:04:18, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:04:20, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:04:21, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:04:45, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:08:39, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:08:44, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:08:52, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:08:53, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:09:14, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:09:15, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:09:16, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_5305E50E组
2025-07-21 17:09:16, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:09:40, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:09:40, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_5305E50E组的请求
2025-07-21 17:09:41, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_9E201EC0组
2025-07-21 17:09:41, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:09:44, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_D5C92693组
2025-07-21 17:09:44, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_9E201EC0组的请求
2025-07-21 17:09:45, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_5305E50E组
2025-07-21 17:09:45, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_D5C92693组的请求
2025-07-21 17:11:30, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_9E201EC0组
2025-07-21 17:11:30, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_5305E50E组的请求
2025-07-21 17:12:10, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_5305E50E组
2025-07-21 17:12:10, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_9E201EC0组的请求
2025-07-21 17:12:21, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_D5C92693组
2025-07-21 17:12:21, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_5305E50E组的请求
2025-07-21 17:12:24, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_9E201EC0组
2025-07-21 17:12:24, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_D5C92693组的请求
2025-07-21 17:13:39, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_5305E50E组
2025-07-21 17:13:39, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_9E201EC0组的请求
2025-07-21 17:13:40, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:13:40, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_5305E50E组的请求
2025-07-21 17:13:43, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新_D5C92693组
2025-07-21 17:13:43, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新input组的请求
2025-07-21 17:13:44, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb请求更新input组
2025-07-21 17:13:44, 客户端4b565ee4-4b2e-45e6-9423-a19ef3ffeabb关闭了更新_D5C92693组的请求
2025-07-21 17:19:45, 成功读取配置文件:D:\KupaKuper_HMI\DeviceMode\测试设备3/Config.json
2025-07-21 17:19:45, 执行配置文件数据分组和初始化
2025-07-21 17:19:45, 开始构建通讯连接
2025-07-21 17:19:45, 构建通讯连接,根据配置使用OpcUa协议进行通讯
2025-07-21 17:19:45, 打开循环任务列表
2025-07-21 17:19:53, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新input组
2025-07-21 17:19:57, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_5305E50E组
2025-07-21 17:19:57, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新input组的请求
2025-07-21 17:19:58, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新input组
2025-07-21 17:19:58, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新_5305E50E组的请求
2025-07-21 17:20:02, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_5305E50E组
2025-07-21 17:20:02, 客户端28a61447-04aa-4848-b3fa-f4c146f81437关闭了更新input组的请求
2025-07-21 17:20:03, 客户端28a61447-04aa-4848-b3fa-f4c146f81437请求更新_9E201EC0组
